id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50732315,381896944,Jomo Creations,2020-12-27,"Dallas, TX",within an hour,100%,97%,f,Bishop Arts District,4,4,t,t,District 1,Dallas,Entire home,Entire home/apt,16,3 baths,6,6,500,2,1125,t,14,33,54,329,3/7/23,13,5,1,4.92,4.85,4.77,4.92,5,5,4.92,f,4,4,0,0,0.67
50733308,247532731,Momo,2019-03-07,N/A,within an hour,100%,99%,f,Far North Dallas,10,10,t,t,District 11,Dallas,Entire condo,Entire home/apt,5,2 baths,2,3,138,30,90,t,23,53,83,83,3/7/23,18,10,0,4.72,4.72,5,5,4.78,4.94,4.72,f,2,2,0,0,0.92
51070853,35999704,Deeana,2015-06-16,"Dallas, TX",within an hour,100%,100%,t,Lakewood,1,1,t,t,District 14,Dallas,Entire condo,Entire home/apt,4,1 bath,1,1,80,4,365,t,0,18,28,233,3/7/23,20,7,1,4.95,5,4.8,4.95,5,5,5,f,1,1,0,0,1.17
50008314,23459662,Jurny,2014-11-07,"Dallas, TX",within an hour,100%,100%,f,Downtown,32,64,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,6,2 baths,3,5,296,1,1125,t,19,31,58,324,3/7/23,43,22,2,4.91,4.93,4.91,4.72,4.86,4.81,4.79,t,32,32,0,0,2.04
50008319,23459662,Jurny,2014-11-07,"Dallas, TX",within an hour,100%,100%,f,Downtown,32,64,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,145,1,1125,t,23,49,79,354,3/7/23,12,6,1,4.25,4.42,3.92,4.58,4.92,4.42,4.25,t,32,32,0,0,0.61
50008346,23459662,Jurny,2014-11-07,"Dallas, TX",within an hour,100%,100%,f,Downtown,32,64,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,2 baths,2,2,192,1,1125,t,22,49,79,354,3/7/23,13,11,1,4.38,4.77,4.46,4.77,4.62,4.23,4.31,t,32,32,0,0,0.64
51071705,411987840,Tereasa,2021-07-10,"Dallas, TX",within an hour,100%,89%,t,White Rock Hills,1,1,t,t,District 7,Dallas,Entire home,Entire home/apt,6,2 baths,3,3,207,3,6,t,29,59,89,364,3/7/23,50,29,0,4.96,4.98,4.92,5,5,4.86,4.84,f,1,1,0,0,2.6
51108409,102268300,Jasmin,2016-11-02,N/A,within an hour,100%,97%,t,Old East Dallas,1,1,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,6,2 baths,2,3,208,2,1125,t,22,50,80,80,3/7/23,55,35,3,4.96,4.96,4.95,4.89,5,4.89,4.87,f,1,1,0,0,3.21
50734634,338570291,Quang,2020-02-24,N/A,within an hour,100%,95%,t,Old East Dallas,2,2,t,f,District 2,Dallas,Entire home,Entire home/apt,2,1 bath,1,1,75,1,365,t,0,3,11,168,3/7/23,12,11,0,4.92,4.83,4.67,5,5,4.83,5,f,2,2,0,0,0.84
50750578,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,82,1,60,t,28,58,88,363,3/7/23,104,61,7,4.77,4.86,4.79,4.86,4.76,4.87,4.76,t,24,24,0,0,5.17
50754704,181178708,Ruth,2018-03-28,"Garland, TX",within an hour,100%,99%,t,Northeast Dallas,7,8,t,f,District 7,Dallas,Entire home,Entire home/apt,6,1 bath,2,3,138,2,1125,t,21,51,81,352,3/7/23,36,36,1,4.94,4.94,4.97,4.97,4.97,4.64,4.89,f,7,7,0,0,2.95
50754707,181178708,Ruth,2018-03-28,"Garland, TX",within an hour,100%,99%,t,Northeast Dallas,7,8,t,f,District 6,Dallas,Entire home,Entire home/apt,8,2 baths,3,5,192,2,1125,t,20,46,74,344,3/7/23,56,36,2,4.95,4.98,5,4.98,4.96,4.61,4.89,f,7,7,0,0,3.06
50757716,28823091,Melissa,2015-03-05,"Dallas, TX",within an hour,100%,67%,f,Oak Cliff,2,5,t,f,District 1,Dallas,Entire bungalow,Entire home/apt,5,1 bath,2,2,264,3,1125,t,20,23,46,277,3/7/23,12,3,1,5,4.92,4.92,4.92,4.92,5,4.92,f,1,1,0,0,0.59
50757869,390400534,TravelBae,2021-02-27,"Dallas, TX",N/A,N/A,100%,f,Dallas Downtown Historic District,1,1,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,175,2,14,t,28,58,88,88,3/7/23,20,0,0,4.6,4.55,4.25,4.45,4.65,4.85,4.6,t,1,1,0,0,1.03
50759508,203603888,Kennery,2018-07-19,"Dallas, TX",within an hour,100%,100%,t,Dallas Downtown Historic District,4,4,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,111,1,1125,t,8,20,37,253,3/7/23,132,80,6,4.86,4.89,4.82,4.8,4.97,4.9,4.83,f,4,4,0,0,6.64
50777862,314010499,Full Circle,2019-12-02,"Dallas, TX",N/A,N/A,100%,f,Oak Lawn,6,11,t,t,District 2,Dallas,Entire condo,Entire home/apt,6,2 baths,2,3,113,1,364,t,0,0,0,0,3/7/23,37,9,0,4.54,4.68,4.68,4.38,4.41,4.65,4.7,f,3,3,0,0,1.81
51148337,84545464,Miranda,2016-07-18,"Dallas, TX",within an hour,100%,95%,f,Oak Lawn,1,2,t,t,District 14,Dallas,Entire condo,Entire home/apt,2,1 bath,1,1,109,2,1125,t,16,46,76,351,3/7/23,41,27,1,4.61,4.88,4.39,4.8,4.78,4.85,4.54,f,1,1,0,0,2.51
51166757,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,82,1,65,t,28,58,88,363,3/7/23,100,50,4,4.8,4.92,4.78,4.88,4.93,4.89,4.72,t,24,24,0,0,5.06
51174077,348771660,Aliyah,2020-06-05,"Florissant, MO",N/A,N/A,N/A,f,Lake Highlands,1,1,t,t,District 10,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,104,1,365,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
50791232,171918351,Abigail,2018-02-06,"Houston, TX",within an hour,100%,98%,f,Braeswood Place,24,52,t,t,District 1,Dallas,Entire home,Entire home/apt,12,2 baths,4,7,286,2,1125,t,22,47,47,47,3/7/23,61,46,2,4.77,4.87,4.82,4.85,4.77,4.87,4.75,f,1,1,0,0,3.17
50794388,51662786,Shelby,2015-12-18,"Dallas, TX",within an hour,99%,93%,f,Old East Dallas,21,23,t,t,District 14,Dallas,Entire home,Entire home/apt,4,2 baths,2,2,161,2,1125,t,6,36,66,66,3/7/23,56,37,2,4.52,4.66,4.7,4.86,4.54,4.91,4.61,f,21,21,0,0,2.77
50814071,100555769,Candace And Tarun,2016-10-20,"Irving, TX",within an hour,100%,100%,t,N/A,10,14,t,f,District 2,Dallas,Private room in home,Private room,2,1 private bath,1,1,55,2,365,t,11,28,56,331,3/7/23,34,17,0,4.91,4.97,4.94,4.94,4.94,4.65,4.94,f,3,0,3,0,1.68
50009070,389203002,Aaliyah,2021-02-19,N/A,N/A,N/A,N/A,f,Old East Dallas,1,1,t,t,District 2,Dallas,Entire loft,Entire home/apt,3,1 bath,1,1,282,1,14,f,0,0,0,0,3/7/23,1,0,0,5,5,5,3,5,5,3,f,1,1,0,0,0.05
50856358,411166895,Kaitlyn,2021-07-05,N/A,within an hour,100%,100%,t,Far North Dallas,1,1,t,t,District 12,Dallas,Entire home,Entire home/apt,12,3.5 baths,6,7,434,14,365,t,0,0,0,54,3/7/23,11,1,0,4.91,5,5,5,4.82,4.73,4.82,f,1,1,0,0,0.55
50857896,25741592,Daygo,2015-01-07,"Dallas, TX",a few days or more,0%,100%,f,Cedar Crest,3,3,t,t,District 3,Dallas,Private room in home,Private room,1,1 shared bath,1,1,60,2,7,t,30,60,90,365,3/7/23,2,0,0,5,5,5,5,5,5,5,f,3,1,2,0,0.13
51174602,412779405,Angelica,2021-07-13,N/A,within an hour,100%,100%,f,Design District,1,1,t,t,District 6,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,115,2,365,t,1,1,1,1,3/7/23,50,32,1,4.66,4.82,4.56,4.76,4.78,4.86,4.74,f,1,1,0,0,2.77
51177005,14899691,John,2014-04-29,"Dallas, TX",within an hour,96%,96%,f,Wilshire Heights,5,12,t,t,District 2,Dallas,Entire home,Entire home/apt,4,2 baths,3,3,146,5,1125,t,0,5,35,125,3/7/23,11,5,0,4.36,4.64,4.36,5,5,4.55,4.45,f,5,5,0,0,0.73
51177343,414207281,Stoneman Luxury,2021-07-20,N/A,N/A,N/A,100%,f,South Dallas,2,2,t,t,District 7,Dallas,Entire home,Entire home/apt,8,2.5 baths,3,3,406,2,365,t,30,60,90,300,3/7/23,23,7,0,4.7,4.83,4.91,4.7,4.78,4.04,4.65,f,1,1,0,0,1.21
51178473,122082073,Athena,2017-03-22,"Dallas, TX",within an hour,100%,98%,f,Central Dallas,5,6,t,t,District 2,Dallas,Entire home,Entire home/apt,8,2.5 baths,4,4,257,1,1125,t,17,40,40,40,3/7/23,49,26,4,4.71,4.76,4.8,4.84,4.82,4.76,4.71,f,5,5,0,0,2.48
50010179,177727631,Rollow,2018-03-10,"Dallas, TX",within a few hours,56%,97%,t,Old East Dallas,1,1,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,5,1 bath,1,2,95,1,1125,t,4,34,59,334,3/7/23,78,68,0,4.83,4.88,4.86,4.58,4.73,4.87,4.78,f,1,1,0,0,5.63
51181822,372592509,Victor From CozySuites,2020-10-19,"Dallas, TX",within an hour,100%,98%,f,Dallas Downtown Historic District,56,139,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,2,107,2,180,t,21,51,81,356,3/7/23,6,6,0,4.67,4.83,4.67,4,4.33,4.67,4.67,f,55,55,0,0,0.59
51186958,16783105,Mike,2014-06-14,"Dallas, TX",within an hour,100%,80%,t,North Central Dallas,7,7,t,t,District 11,Dallas,Entire condo,Entire home/apt,2,1 bath,1,N/A,70,10,1125,t,5,35,65,340,3/7/23,5,4,0,4.8,5,5,5,4.8,4.8,5,f,7,7,0,0,0.33
50872166,8391909,Andreas,2013-08-25,"London, United Kingdom",within an hour,100%,100%,t,Little Forest Hills,1,1,t,t,District 9,Dallas,Entire home,Entire home/apt,4,1 bath,2,2,201,2,1125,t,9,28,35,310,3/7/23,29,23,0,4.93,4.9,4.86,5,5,4.97,4.69,t,1,1,0,0,1.47
50892110,254391347,Zach,2019-04-09,"Dallas, TX",within an hour,100%,100%,t,Knox / Henderson,6,7,t,t,District 14,Dallas,Entire home,Entire home/apt,10,3.5 baths,3,5,298,2,1125,t,20,44,72,347,3/7/23,94,59,7,4.91,4.95,4.95,5,5,5,4.85,t,3,3,0,0,4.79
50010419,54278420,Ashleigh,2016-01-11,"Dallas, TX",within an hour,100%,88%,t,Oak Cliff,2,2,t,t,District 1,Dallas,Entire home,Entire home/apt,4,1 bath,2,1,78,5,1125,t,0,29,59,334,3/7/23,3,2,1,5,4.67,5,5,5,4.67,5,f,2,2,0,0,0.17
50011867,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,149,30,1125,t,0,0,0,234,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
50021488,64242304,Megan,2016-03-23,N/A,within an hour,100%,100%,t,Central Dallas,13,13,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,132,1,1125,t,0,0,0,228,3/7/23,20,12,0,4.95,4.95,4.95,4.95,4.95,4.9,4.85,f,8,8,0,0,0.98
50027433,215448551,Frontdesk,2018-09-14,"Dallas, TX",within an hour,100%,100%,f,Downtown,9,9,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,145,1,180,t,15,34,64,339,3/7/23,94,42,0,4.78,4.82,4.84,4.81,4.78,4.93,4.76,t,9,9,0,0,4.42
50028224,215448551,Frontdesk,2018-09-14,"Dallas, TX",within an hour,100%,100%,f,Downtown,9,9,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,145,1,180,t,13,43,73,348,3/7/23,100,38,3,4.64,4.85,4.67,4.73,4.85,4.91,4.74,t,9,9,0,0,4.85
50898736,411550914,Rachel,2021-07-07,N/A,within an hour,100%,100%,t,Oak Lawn,2,3,t,t,District 14,Dallas,Entire home,Entire home/apt,9,2.5 baths,3,6,203,2,18,t,11,36,63,153,3/7/23,85,52,6,4.76,4.82,4.64,4.93,4.96,4.84,4.76,f,1,1,0,0,4.26
50902182,216504092,Dallas,2018-09-20,"Dallas, TX",within an hour,100%,46%,f,N/A,1,5,t,t,District 7,Dallas,Private room in guesthouse,Private room,2,1 shared bath,1,1,80,1,1125,t,29,59,89,364,3/7/23,10,2,0,4.5,4.8,4.7,5,4.9,4.4,4.6,f,1,0,1,0,0.52
50029383,215448551,Frontdesk,2018-09-14,"Dallas, TX",within an hour,100%,100%,f,Downtown,9,9,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,146,1,18,t,13,43,73,340,3/7/23,146,77,6,4.64,4.75,4.73,4.74,4.77,4.9,4.68,t,9,9,0,0,6.77
50908653,382469898,Skyy,2020-12-31,"Dallas, TX",within an hour,100%,100%,t,Oak Cliff,2,4,t,t,District 1,Dallas,Entire home,Entire home/apt,8,2 baths,4,5,173,4,1125,t,17,39,67,157,3/7/23,68,35,2,4.99,4.97,4.97,5,5,4.66,4.97,t,2,2,0,0,3.57
50913100,411685128,Desiree,2021-07-08,N/A,within an hour,78%,100%,t,Old East Dallas,1,1,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,101,3,1125,t,0,0,0,0,3/7/23,60,60,1,4.77,4.88,4.85,4.93,4.88,4.63,4.7,t,1,1,0,0,4.95
51193890,68299103,E,2016-04-21,"Dallas, TX",within an hour,100%,95%,t,Lake Highlands,3,5,t,t,District 10,Dallas,Private room in rental unit,Private room,2,1 bath,1,1,42,1,4,t,0,5,35,125,3/7/23,55,55,5,4.89,4.85,4.93,4.93,4.91,4.73,4.89,t,2,0,2,0,5.5
51195626,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,79,1,60,t,27,57,87,362,3/7/23,139,81,6,4.81,4.91,4.81,4.85,4.9,4.88,4.86,t,24,24,0,0,7.12
51212863,22863492,Ilse,2014-10-22,"Dallas, TX",within a few hours,100%,100%,t,White Rock Hills,2,4,t,t,District 1,Dallas,Entire guesthouse,Entire home/apt,2,1 bath,1,1,80,2,90,t,0,0,11,35,3/7/23,8,8,0,4.5,4.75,4.38,4.75,5,4.63,4.75,f,2,1,1,0,0.68
51214755,342240389,Shelly Marie,2020-03-22,"Dallas, TX",N/A,N/A,0%,f,N/A,1,1,t,t,District 9,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,2,200,1,7,t,23,53,83,83,3/7/23,3,0,0,3.33,2.67,3,4,5,3.67,3,f,1,1,0,0,0.15
50033577,209555678,Darrin,2018-08-14,"Arlington, TX",N/A,N/A,N/A,f,Dallas Downtown Historic District,1,2,t,t,District 14,Dallas,Entire loft,Entire home/apt,5,2 baths,1,2,250,7,1125,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
50931570,226511427,Sarah,2018-11-19,"McKinney, TX",within an hour,100%,99%,t,Old East Dallas,18,21,t,t,District 9,Dallas,Entire guesthouse,Entire home/apt,2,1 bath,1,1,65,7,1125,t,3,11,16,48,3/7/23,13,8,1,4.92,4.85,4.85,5,5,4.77,4.85,t,5,5,0,0,0.69
50934026,97150171,Rba Living,2016-09-28,"Atlanta, GA",within an hour,99%,99%,f,Dallas Downtown Historic District,52,64,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,6,2 baths,2,3,229,2,365,t,20,33,33,33,3/7/23,60,30,1,4.18,4.45,4.1,4.08,4.6,4.6,4.32,t,4,4,0,0,2.99
50035684,6342099,Michelle,2013-05-12,"Dallas, TX",within an hour,100%,97%,t,Lake Highlands,1,2,t,t,District 10,Dallas,Private room in home,Private room,2,1 private bath,1,1,56,1,31,t,19,49,79,169,3/7/23,35,20,1,4.91,4.86,4.94,4.94,4.94,4.94,4.89,f,1,0,1,0,1.72
50939847,72468120,Lauren,2016-05-17,"Park City, MT",within an hour,100%,0%,f,N/A,2,3,t,t,District 2,Dallas,Entire condo,Entire home/apt,4,1 bath,1,1,71,60,365,t,0,5,35,310,3/7/23,1,0,0,5,5,5,5,5,5,5,f,2,2,0,0,0.06
50943591,398141410,J2A Properties,2021-04-22,"Dallas, TX",within an hour,100%,100%,t,N/A,1,2,t,t,District 8,Dallas,Entire home,Entire home/apt,10,2.5 baths,4,4,219,2,30,t,21,44,71,339,3/7/23,73,37,3,4.97,4.96,4.95,4.96,4.97,4.6,4.92,t,1,1,0,0,3.8
51556582,389385913,Marina,2021-02-20,N/A,within an hour,100%,96%,t,Oak Lawn,57,58,t,t,District 6,Dallas,Entire home,Entire home/apt,10,2.5 baths,5,6,238,1,1125,t,19,49,79,354,3/7/23,47,21,1,4.77,4.85,4.81,5,4.98,4.04,4.64,f,13,13,0,0,2.49
51215580,294407892,Kelly,2019-09-12,"Dallas, TX",within an hour,100%,100%,t,South Dallas,3,6,t,t,District 7,Dallas,Entire home,Entire home/apt,6,2.5 baths,2,2,203,2,28,t,15,36,66,66,3/7/23,33,28,1,4.91,4.94,4.91,4.97,4.97,4.52,4.79,f,2,2,0,0,2.38
51223813,312876969,Keerthi,2019-11-28,"Dallas, TX",within an hour,100%,100%,f,Lake Highlands,48,53,t,t,District 10,Dallas,Private room in home,Private room,2,1 private bath,1,N/A,42,1,1125,t,20,50,80,80,3/7/23,49,36,3,4.31,4.47,4.29,4.53,4.18,4.47,4.47,f,17,0,4,13,2.55
51232476,388879945,Jay,2021-02-16,"Dallas, TX",within an hour,100%,33%,f,Old East Dallas,1,2,t,t,District 2,Dallas,Entire loft,Entire home/apt,9,2 baths,1,4,250,2,1125,t,0,1,1,1,3/7/23,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.1
50043999,43042344,Heath,2015-08-31,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,311,333,t,t,District 6,Dallas,Entire home,Entire home/apt,6,2 baths,3,3,173,5,1125,t,30,60,90,365,3/7/23,53,34,3,4.53,4.68,4.81,4.89,4.64,4.21,4.55,f,155,155,0,0,2.48
51233733,372645485,Annie,2020-10-20,"Dallas, TX",within an hour,100%,98%,f,Cityplace,42,55,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,91,6,365,t,0,7,37,312,3/7/23,21,17,2,4.62,4.76,4.48,4.52,4.9,5,4.57,f,6,6,0,0,1.22
50046212,389385913,Marina,2021-02-20,N/A,within an hour,100%,96%,t,Oak Lawn,57,58,t,t,District 11,Dallas,Entire home,Entire home/apt,12,3.5 baths,5,9,391,1,1125,t,0,21,47,317,3/7/23,52,30,2,4.83,4.88,4.85,4.92,4.92,4.96,4.81,f,13,13,0,0,2.45
50046267,215448551,Frontdesk,2018-09-14,"Dallas, TX",within an hour,100%,100%,f,Downtown,9,9,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,2 baths,2,2,165,1,180,t,7,21,51,319,3/7/23,142,58,2,4.68,4.87,4.75,4.76,4.91,4.68,4.71,t,9,9,0,0,6.58
50051962,114702110,Jess,2017-02-03,"Dallas, TX",N/A,N/A,N/A,f,Cedar Crest,1,2,t,t,District 4,Dallas,Entire home,Entire home/apt,12,3.5 baths,4,4,900,3,24,t,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
51236858,188216491,Dagmawi,2018-05-06,"Houston, TX",N/A,N/A,N/A,f,Riverway Estates/Bruton Terrace,1,1,t,t,District 7,Dallas,Private room in home,Private room,4,2.5 shared baths,1,N/A,31,31,1125,f,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,0,1,0,N/A
51558547,417677922,Chyenne,2021-08-09,"Dallas, TX",within an hour,100%,100%,t,Cedars,1,1,t,t,District 2,Dallas,Entire home,Entire home/apt,10,3 baths,2,5,571,2,1125,t,19,41,62,333,3/7/23,28,17,0,4.89,4.86,4.96,4.89,4.89,4.79,4.89,t,1,1,0,0,1.53
51247914,998462,Robert,2011-08-20,"Tomball, TX",within an hour,100%,100%,t,N/A,92,226,t,t,District 1,Dallas,Entire home,Entire home/apt,12,2 baths,4,7,263,2,1125,t,27,53,83,346,3/7/23,22,15,0,4.5,4.5,4.36,4.55,4.73,4.41,4.45,t,8,8,0,0,1.13
50052060,215448551,Frontdesk,2018-09-14,"Dallas, TX",within an hour,100%,100%,f,Downtown,9,9,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,2 baths,2,2,165,1,180,t,8,28,52,296,3/7/23,194,97,6,4.68,4.82,4.71,4.77,4.86,4.61,4.71,t,9,9,0,0,9.02
50054368,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire loft,Entire home/apt,2,1 bath,1,1,80,1,90,t,28,58,88,363,3/7/23,141,69,8,4.61,4.77,4.67,4.77,4.71,4.72,4.62,t,24,24,0,0,6.65
50085089,43042344,Heath,2015-08-31,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,311,333,t,t,District 3,Dallas,Entire home,Entire home/apt,7,2 baths,4,4,194,5,1125,t,24,54,84,359,3/7/23,24,13,4,4.29,4.63,4.21,5,4.67,4.38,4.42,t,155,155,0,0,1.13
50088523,374560822,Andry,2020-11-05,N/A,N/A,N/A,N/A,f,N/A,1,1,f,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,200,1,365,t,0,0,0,0,3/7/23,0,0,0,0,0,0,0,0,0,0,t,1,1,0,0,N/A
51251195,399108610,Oksana,2021-04-28,"Dallas, TX",within an hour,100%,100%,t,Far North Dallas,1,2,t,t,District 12,Dallas,Entire home,Entire home/apt,11,3 baths,4,8,275,2,1125,t,22,22,22,43,3/7/23,55,29,1,4.98,4.98,4.96,5,5,4.96,4.93,t,1,1,0,0,2.82
51254041,387471045,Harry,2021-02-06,"Dallas, TX",within an hour,100%,99%,t,N/A,3,3,t,t,District 3,Dallas,Private room in home,Private room,1,1 shared bath,1,1,37,2,12,t,0,0,0,0,3/7/23,38,24,3,4.79,4.84,4.84,4.89,4.87,4.63,4.82,f,3,0,3,0,2.49
51258391,64684142,Eslendy,2016-03-27,"Dallas, TX",within an hour,100%,97%,f,Far North Dallas,3,5,t,t,District 12,Dallas,Private room in home,Private room,2,1.5 shared baths,1,2,36,1,4,t,24,50,80,355,3/7/23,80,55,8,4.9,4.96,4.86,4.94,4.93,4.94,4.93,f,3,0,3,0,4.12
51263301,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 2,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,159,19,365,t,0,29,59,333,3/7/23,4,3,1,5,4.75,5,5,5,5,5,t,69,69,0,0,0.26
51264907,56393267,David,2016-01-27,"Dallas, TX",within an hour,100%,98%,t,Oak Cliff,8,8,t,t,District 1,Dallas,Entire home,Entire home/apt,6,1 bath,2,4,160,2,120,t,0,6,36,311,3/7/23,25,15,4,5,5,5,5,5,5,4.72,f,8,8,0,0,1.35
51269421,188404825,Jarrett And Tana,2018-05-07,"Dallas, TX",within an hour,100%,100%,t,Oak Cliff,1,1,t,t,District 1,Dallas,Entire guesthouse,Entire home/apt,1,1 bath,1,1,101,1,7,t,16,44,69,305,3/7/23,136,100,12,4.99,5,5,4.99,4.98,4.88,4.93,f,1,1,0,0,7.39
51561374,138145865,Sorin,2017-07-02,N/A,within an hour,100%,95%,t,Old East Dallas,1,1,t,f,District 14,Dallas,Entire townhouse,Entire home/apt,10,3.5 baths,3,4,399,2,30,t,29,55,85,85,3/7/23,29,17,1,4.93,4.9,4.97,4.97,4.93,4.97,4.86,f,1,1,0,0,1.65
51578602,143969022,Vacasa Texas,2017-08-02,"Portland, OR",within an hour,95%,99%,f,Padre Island,193,468,t,t,District 11,Dallas,Entire home,Entire home/apt,6,2 baths,2,3,265,1,365,t,24,48,78,353,3/7/23,21,11,2,4.57,4.67,4.52,4.81,4.67,4.86,4.62,t,1,1,0,0,1.11
51596539,417956989,Ido,2021-08-11,"Dallas, TX",within an hour,100%,100%,f,North Central,5,5,t,t,District 3,Dallas,Entire home,Entire home/apt,16,2.5 baths,5,7,221,2,1125,t,0,30,60,335,3/7/23,75,46,0,4.73,4.77,4.72,4.89,4.85,4.83,4.72,t,2,2,0,0,3.98
51597914,345282519,Madison,2020-05-03,"Wylie, TX",within a day,100%,100%,f,Far North Dallas,1,2,t,t,District 12,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,131,2,7,t,12,17,47,322,3/7/23,2,2,1,5,5,5,5,5,4.5,4.5,f,1,1,0,0,0.24
50091480,229096489,Mariam,2018-12-04,"Allen, TX",within an hour,97%,100%,f,Dallas Downtown Historic District,23,27,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,4,86,2,365,t,0,0,0,0,3/7/23,78,38,2,4.47,4.71,4.58,4.62,4.74,4.69,4.58,t,23,23,0,0,3.64
51270983,356896257,Michael,2020-07-17,"Dallas, TX",within an hour,100%,96%,f,Old East Dallas,13,21,t,t,District 11,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,109,30,1125,t,0,0,29,119,3/7/23,8,8,0,4.88,5,4.88,4.63,5,4.88,4.63,f,12,12,0,0,1.3
50100674,181794187,Syed,2018-04-01,"Plano, TX",within an hour,100%,100%,f,Dallas Downtown Historic District,19,21,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,6,2 baths,2,4,111,2,365,t,10,36,66,341,3/7/23,72,33,3,4.57,4.65,4.53,4.57,4.78,4.64,4.68,t,19,19,0,0,3.35
50101554,52040903,Lucy,2015-12-22,"Dallas, TX",within an hour,100%,86%,f,Far North Dallas,2,3,t,t,District 12,Dallas,Private room in home,Private room,1,1 shared bath,1,2,75,3,1125,t,0,5,33,252,3/7/23,1,1,0,5,5,2,5,5,5,3,t,2,0,2,0,0.13
51606372,33847750,Classified Stays,2015-05-20,"Dallas, TX",within an hour,100%,97%,f,Dallas Downtown Historic District,1,1,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,126,1,29,t,20,44,74,342,3/7/23,57,47,1,4.72,4.81,4.75,4.86,4.89,4.88,4.72,f,1,1,0,0,3.12
