id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
40325960,95139463,Felicity,2016-09-14,"Aurora, NY",within an hour,98%,88%,f,West Campus,34,79,t,f,Austin,78705,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,121.00,2,21,t,25,46,73,90,163,43,1,4.56,4.57,4.55,4.85,4.82,4.71,4.53,f,17,17,0,0,4.09
40352905,117550839,Copeland,2017-02-21,"Austin, TX",within an hour,100%,100%,t,N/A,1,2,t,t,Austin,78745,Entire home,Entire home/apt,6,N/A,1 bath,2,2,226.00,2,1125,t,23,51,81,333,47,34,3,4.87,4.91,4.68,4.94,4.94,4.91,4.85,t,1,1,0,0,1.21
40365068,39663481,David,2015-07-27,"Austin, TX",within an hour,100%,100%,t,South Lamar,2,2,t,t,Austin,78704,Entire guesthouse,Entire home/apt,2,N/A,1 bath,N/A,1,114.00,1,1125,t,19,49,79,169,347,113,7,4.95,4.98,4.93,4.97,4.97,4.9,4.84,f,2,2,0,0,8.75
40380988,19302861,Tony,2014-08-01,"Boston, MA",N/A,N/A,N/A,f,Barton Hills,1,2,t,t,Austin,78704,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,59.00,1,7,f,0,0,0,0,2,0,0,5,5,4.5,5,4.5,5,5,f,1,1,0,0,0.05
40394734,25218359,Fabienne,2014-12-26,"Austin, TX",N/A,N/A,83%,f,North Oaks,1,1,t,t,Austin,78753,Entire home,Entire home/apt,5,N/A,2 baths,2,2,225.00,2,1125,t,0,0,0,0,14,4,0,5,4.86,4.93,5,5,4.93,4.93,f,1,1,0,0,0.52
40403519,49009585,Roopa,2015-11-14,"Austin, TX",within an hour,97%,88%,t,N/A,8,11,t,t,Austin,78717,Private room in home,Private room,1,N/A,1 shared bath,1,1,39.00,1,180,t,4,4,4,4,16,6,0,4.56,4.75,4.44,4.75,4.75,4.69,4.69,f,7,0,7,0,0.4
40403755,224936351,Anastasia,2018-11-09,"Austin, TX",N/A,N/A,N/A,f,N/A,2,2,t,t,Austin,78729,Private room in condo,Private room,2,N/A,1 shared bath,1,1,50.00,1,1125,t,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.05
40421389,169758891,Valerie,2018-01-24,"Austin, TX",within an hour,100%,89%,t,Hancock,26,27,t,t,Austin,78737,Entire home,Entire home/apt,16,N/A,2 baths,4,10,611.00,1,365,t,24,50,80,352,87,20,1,4.82,4.7,4.87,4.87,4.84,4.74,4.51,f,23,23,0,0,2.18
40422749,15852759,Prashant,2014-05-22,N/A,within an hour,100%,100%,t,Downtown,2,2,t,f,Austin,78701,Entire home,Entire home/apt,14,N/A,2.5 baths,4,6,749.00,4,1125,t,15,18,18,92,49,25,1,4.86,4.92,4.82,4.96,4.98,5,4.9,f,2,2,0,0,1.26
40443232,2934425,Brett,2012-07-14,"Austin, TX",within an hour,100%,99%,t,Downtown,14,22,t,t,Austin,78704,Entire home,Entire home/apt,4,N/A,2 baths,2,3,168.00,2,1125,t,16,40,70,155,37,17,3,4.97,5,5,5,5,5,4.84,f,12,12,0,0,0.96
40465636,15852759,Prashant,2014-05-22,N/A,within an hour,100%,100%,t,Downtown,2,2,t,f,Austin,78701,Entire guesthouse,Entire home/apt,2,N/A,1 bath,1,2,359.00,4,1125,t,12,12,12,15,21,2,0,4.67,4.76,4.62,4.95,4.81,5,4.76,f,2,2,0,0,0.54
40470069,308753356,Alison,2019-11-11,"Austin, TX",N/A,N/A,N/A,f,N/A,2,2,t,f,Austin,78724,Private room in home,Private room,3,N/A,1 shared bath,1,1,50.00,1,1125,f,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,2,1,1,0,0.05
40470352,440126,Amanda,2011-03-13,"Austin, TX",within an hour,100%,70%,t,East Downtown,1,2,t,t,Austin,78702,Entire home,Entire home/apt,6,N/A,2 baths,3,4,683.00,3,1125,t,26,56,86,86,21,6,1,4.95,4.95,4.9,5,5,4.8,4.85,f,1,1,0,0,0.55
40492977,98455036,Jenna,2016-10-06,"Austin, TX",N/A,N/A,0%,f,Old Enfield,1,1,t,t,Austin,78703,Entire home,Entire home/apt,5,N/A,2 baths,2,2,559.00,2,7,t,14,44,74,347,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.09
40500492,169758891,Valerie,2018-01-24,"Austin, TX",within an hour,100%,89%,t,Hancock,26,27,t,t,Austin,78737,Entire home,Entire home/apt,16,N/A,2 baths,3,8,350.00,1,365,t,14,40,70,345,64,8,0,4.84,4.83,4.94,5,4.81,4.8,4.58,t,23,23,0,0,1.61
40509092,5027376,Cedric,2013-02-09,"Austin, TX",N/A,N/A,N/A,f,Dawson,1,3,t,t,Austin,78704,Private room in home,Private room,2,N/A,1 private bath,1,1,49.00,1,1125,t,0,0,0,0,9,0,0,4.89,5,5,5,5,5,4.89,f,1,0,1,0,0.23
40512324,38475961,Jessica,2015-07-14,"Austin, TX",N/A,N/A,N/A,f,South Lamar,2,4,t,t,Austin,78704,Entire rental unit,Entire home/apt,6,N/A,1 bath,2,2,135.00,2,1125,t,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,t,2,2,0,0,0.03
40514778,69191999,Chi,2016-04-27,"Austin, TX",within a few hours,100%,84%,t,Upper Boggy Creek,5,7,t,t,Austin,78705,Private room in home,Private room,1,N/A,1 shared bath,1,1,79.00,3,90,t,18,41,71,160,17,13,0,4.94,4.94,4.18,5,4.88,4.94,4.76,f,5,1,4,0,0.46
40536667,219500569,Sonder (Austin),2018-10-08,"San Francisco, CA",within an hour,99%,99%,f,East Downtown,24,247,t,t,Austin,78704,Entire rental unit,Entire home/apt,6,N/A,2 baths,2,3,355.00,2,1125,t,18,48,78,348,47,11,1,4.62,4.65,4.7,4.7,4.43,4.85,4.59,f,24,24,0,0,1.2
40536783,219500569,Sonder (Austin),2018-10-08,"San Francisco, CA",within an hour,99%,99%,f,East Downtown,24,247,t,t,Austin,78704,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,N/A,483.00,2,1125,t,14,41,71,345,33,14,1,4.58,4.67,4.85,4.55,4.55,4.88,4.61,f,24,24,0,0,0.84
40536835,113492522,Sreshta,2017-01-27,N/A,N/A,N/A,N/A,f,Downtown,1,1,t,t,Austin,78701,Private room in rental unit,Private room,2,N/A,1 private bath,1,1,20.00,1,1125,f,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,0.03
40536953,219500569,Sonder (Austin),2018-10-08,"San Francisco, CA",within an hour,99%,99%,f,East Downtown,24,247,t,t,Austin,78704,Entire rental unit,Entire home/apt,2,N/A,1 bath,N/A,1,216.00,2,1125,t,13,25,49,199,25,5,0,4.6,4.72,4.76,4.84,4.76,4.8,4.52,f,24,24,0,0,0.63
40559179,190902851,Kim,2018-05-21,"Austin, TX",N/A,N/A,N/A,f,Harris Ridge,1,1,t,t,Austin,78753,Private room in home,Private room,2,N/A,1 private bath,1,N/A,80.00,1,7,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
40560248,7323557,Katie,2013-07-06,"Austin, TX",within a day,100%,75%,f,Barton Creek,2,2,t,t,Austin,78705,Entire guesthouse,Entire home/apt,6,N/A,1 bath,2,3,304.00,2,365,t,28,53,83,355,2,2,1,5,5,5,5,5,5,5,f,2,2,0,0,0.42
40561326,17742819,Kay,2014-07-07,"Austin, TX",within an hour,100%,100%,t,Old West Austin,1,1,t,t,Austin,78703,Entire bungalow,Entire home/apt,5,N/A,2 baths,2,2,384.00,2,1125,t,13,27,49,307,27,13,1,5,5,4.96,5,5,4.96,4.93,f,1,1,0,0,0.91
40563344,51451293,Patrick,2015-12-15,"Austin, TX",N/A,N/A,100%,t,Cherry Creek,1,4,t,t,Austin,78749,Entire home,Entire home/apt,5,N/A,1 bath,3,3,168.00,30,90,t,0,0,0,41,7,5,0,5,5,5,5,5,5,4.86,t,1,1,0,0,0.33
40585211,219500569,Sonder (Austin),2018-10-08,"San Francisco, CA",within an hour,99%,99%,f,East Downtown,24,247,t,t,Austin,78704,Entire rental unit,Entire home/apt,6,N/A,2 baths,3,3,408.00,2,1125,t,14,36,60,300,57,22,2,4.8,4.86,4.8,4.88,4.8,4.93,4.8,f,24,24,0,0,1.43
40595519,73751561,Alison,2016-05-24,"Austin, TX",within a few hours,100%,84%,t,Rosedale,2,3,t,t,Austin,78756,Entire condo,Entire home/apt,4,N/A,2 baths,2,2,101.00,21,1125,t,6,11,41,315,21,9,0,4.9,5,5,5,5,5,4.81,f,2,2,0,0,0.56
40639740,7941298,Chris,2013-08-04,"Austin, TX",within an hour,100%,93%,t,Milwood,12,17,t,t,Austin,78727,Entire home,Entire home/apt,6,N/A,2 baths,2,3,155.00,3,29,t,15,15,15,15,35,14,0,4.89,4.74,4.71,4.8,4.94,4.91,4.77,f,4,4,0,0,0.89
40641330,185317059,Anisha,2018-04-20,N/A,N/A,N/A,N/A,f,Southeast Austin,3,3,t,f,Austin,78744,Private room in home,Private room,2,N/A,1 private bath,1,1,60.00,1,1125,f,0,0,0,0,5,0,0,3.4,3.8,4.2,4.8,3.4,4.4,3.4,f,3,0,3,0,0.13
40661710,185317059,Anisha,2018-04-20,N/A,N/A,N/A,N/A,f,Southeast Austin,3,3,t,f,Austin,78744,Private room in home,Private room,1,N/A,1 shared bath,1,1,41.00,1,90,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,3,0,3,0,N/A
40675868,5124147,Marisa,2013-02-17,"Austin, TX",within an hour,100%,100%,t,N/A,1,1,t,t,Austin,78724,Entire home,Entire home/apt,6,N/A,2.5 baths,3,3,166.00,2,180,t,19,42,72,158,104,21,3,4.94,4.91,4.88,4.98,4.99,4.76,4.88,f,1,1,0,0,2.76
40676432,233892049,Alice,2019-01-02,"Austin, TX",N/A,N/A,N/A,f,Holly,3,3,t,f,Austin,78702,Private room in home,Private room,2,N/A,1 shared bath,1,1,50.00,1,3,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,3,1,2,0,N/A
40678249,4704158,Matt & Ali,2013-01-14,"Austin, TX",within an hour,100%,92%,t,Zilker,1,3,t,f,Austin,78704,Entire guest suite,Entire home/apt,2,N/A,1 bath,1,1,188.00,2,1125,t,20,36,66,113,33,12,1,5,5,5,4.97,5,5,5,f,1,1,0,0,0.83
40708207,12211296,Jenalys,2014-02-13,"Austin, TX",within an hour,100%,64%,t,South Austin,3,3,t,t,Austin,78745,Private room in home,Private room,2,N/A,1.5 baths,1,1,76.00,1,1125,t,15,44,61,151,37,21,4,4.57,4.68,4.51,4.92,4.95,4.57,4.62,f,3,0,3,0,0.95
40710432,129331351,Tom,2017-05-07,"Austin, TX",within an hour,100%,94%,t,McKinney,4,4,t,t,Austin,78744,Entire home,Entire home/apt,10,N/A,2 baths,3,10,368.00,2,1125,t,14,38,50,124,17,13,3,4.88,4.94,4.94,4.82,4.88,4.88,4.88,t,4,4,0,0,0.44
40710714,31811541,Gabriel,2015-04-23,"Austin, TX",within an hour,100%,73%,t,Highland,3,4,t,t,Austin,78752,Private room in home,Private room,1,N/A,1 shared bath,1,1,160.00,4,9,t,30,60,90,90,24,13,0,5,5,4.96,4.96,4.92,4.88,5,f,2,1,1,0,0.62
40732048,316201345,Wulf,2019-12-10,N/A,N/A,N/A,N/A,f,N/A,2,5,t,t,Austin,78717,Private room in rental unit,Private room,2,N/A,2 baths,2,2,150.00,14,210,f,0,0,0,0,1,0,0,5,5,5,4,5,5,5,f,2,0,2,0,0.03
40742580,257311552,Blanche,2019-04-22,"Garland, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78758,Entire rental unit,Entire home/apt,4,N/A,2 baths,2,2,55.00,1,28,f,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,0.03
40755013,38455524,Jila,2015-07-14,"Austin, TX",within an hour,100%,100%,t,N/A,1,1,t,t,Austin,78731,Entire guest suite,Entire home/apt,1,N/A,1 bath,N/A,1,67.00,3,1125,t,0,14,44,319,56,19,1,4.75,4.75,4.8,4.89,4.86,4.89,4.82,t,1,1,0,0,1.48
40761922,7270902,Meshelle,2013-07-03,"Austin, TX",within an hour,100%,100%,t,Govalle,43,54,t,t,Austin,78702,Entire bungalow,Entire home/apt,3,N/A,1 bath,1,1,175.00,1,1125,t,25,47,47,174,160,54,7,4.83,4.88,4.76,4.93,4.89,4.9,4.78,t,22,22,0,0,4.16
40786965,28477574,Scott,2015-02-27,"Austin, TX",within an hour,100%,100%,t,Silver Spur Ranchettes,8,9,t,t,Austin,78737,Tiny home,Entire home/apt,2,N/A,1 bath,1,1,150.00,2,1125,t,9,25,55,103,296,81,4,4.96,4.96,4.93,4.99,4.98,4.97,4.91,f,6,6,0,0,7.47
40804969,15621214,Katie At Community First Village,2014-05-16,"Austin, TX",within an hour,98%,100%,f,N/A,14,16,t,t,Austin,78724,Tiny home,Entire home/apt,2,N/A,1 bath,1,1,134.00,1,365,t,18,44,70,269,9,5,2,4.89,4.78,5,4.89,5,4.78,4.78,t,14,14,0,0,0.25
40805997,50690816,Joey,2015-12-06,"Austin, TX",N/A,N/A,N/A,f,N/A,1,5,t,t,Austin,78745,Entire home,Entire home/apt,11,N/A,2 baths,4,5,328.00,2,1125,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
40863433,15621214,Katie At Community First Village,2014-05-16,"Austin, TX",within an hour,98%,100%,f,N/A,14,16,t,t,Austin,78724,Tiny home,Entire home/apt,2,N/A,1 bath,1,2,87.00,1,365,t,23,49,79,279,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,14,14,0,0,N/A
40863504,15621214,Katie At Community First Village,2014-05-16,"Austin, TX",within an hour,98%,100%,f,N/A,14,16,t,t,Austin,78724,Tiny home,Entire home/apt,3,N/A,0 baths,1,2,87.00,1,365,t,19,42,72,248,11,9,1,4.73,4.82,5,4.91,4.91,4.73,4.64,t,14,14,0,0,0.3
40867429,316201345,Wulf,2019-12-10,N/A,N/A,N/A,N/A,f,N/A,2,5,t,t,Austin,78717,Private room in rental unit,Private room,2,N/A,1 private bath,1,1,89.00,14,150,f,0,0,0,0,2,0,0,5,5,5,5,5,5,4.5,f,2,0,2,0,0.07
40875889,81751312,Heather,2016-07-04,"Austin, TX",N/A,N/A,100%,f,Wooten,1,1,t,t,Austin,78757,Private room in condo,Private room,2,N/A,1 private bath,1,2,95.00,2,12,t,4,4,4,4,9,2,0,4.78,4.89,4.44,5,5,4.78,4.78,f,1,0,1,0,0.23
40900156,491893732,Tabetha,2022-12-18,N/A,N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78702,Entire home,Entire home/apt,16,N/A,7.5 baths,7,10,"1,686.00",2,1125,t,19,31,52,318,49,16,1,4.69,4.71,4.65,4.86,4.82,4.78,4.73,f,1,1,0,0,1.31
40937364,756569,Yvonne,2011-06-29,"Austin, TX",within an hour,100%,100%,f,McKinney,1,1,t,t,Austin,78744,Entire home,Entire home/apt,6,N/A,1 bath,3,3,163.00,1,60,t,21,49,66,140,213,37,5,4.9,4.93,4.85,4.97,4.92,4.91,4.9,f,1,1,0,0,5.43
40942081,11915652,Roel,2014-02-03,"Austin, TX",within an hour,100%,100%,t,Holly,3,4,t,f,Austin,78703,Entire condo,Entire home/apt,6,N/A,2.5 baths,2,3,362.00,3,6,t,18,48,77,77,78,37,5,4.91,4.94,4.91,4.96,5,4.99,4.78,f,3,3,0,0,2.33
40980490,52421414,Rodney,2015-12-27,"Portland, OR",within a few hours,100%,100%,t,South Congress,2,2,t,t,Austin,78704,Entire home,Entire home/apt,4,N/A,1 bath,2,2,125.00,30,90,t,7,37,67,273,11,3,0,5,5,5,5,5,5,5,f,2,2,0,0,0.31
40994620,169437892,Bri,2018-01-23,"Austin, TX",N/A,N/A,N/A,f,N/A,1,8,t,t,Austin,78733,Private room in home,Private room,3,N/A,1 shared bath,1,1,28.00,1,4,f,0,0,0,0,11,0,0,4.73,4.82,4.91,4.91,4.91,4.91,5,f,1,0,1,0,0.28
41007718,13008910,Alexandra,2014-03-11,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78758,Entire guesthouse,Entire home/apt,2,N/A,1 bath,N/A,1,65.00,2,1125,t,0,0,0,0,5,0,0,5,5,5,5,5,4.8,5,f,1,1,0,0,0.13
41028923,3003303,Elisa,2012-07-20,"Boston, MA",within a day,100%,78%,t,Old West Austin,1,3,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,2.5 baths,2,3,190.00,14,1125,t,27,42,53,321,8,4,0,4.88,5,4.88,4.88,5,5,4.63,f,1,1,0,0,0.27
41030817,88769927,Jason,2016-08-08,"Austin, TX",within an hour,100%,100%,t,Downtown,13,17,t,t,Austin,78702,Entire condo,Entire home/apt,13,N/A,2 baths,3,10,73.00,1,1125,t,9,27,52,320,303,86,9,4.7,4.79,4.68,4.9,4.85,4.8,4.66,f,13,13,0,0,7.7
41034032,744383,William,2011-06-26,"Austin, TX",within an hour,83%,97%,f,Allendale,3,11,t,f,Austin,78757,Entire condo,Entire home/apt,2,N/A,1 bath,1,1,66.00,30,100,t,0,28,58,238,15,2,0,4.8,4.87,4.6,4.93,4.8,4.87,4.67,f,3,3,0,0,0.39
41059273,51809476,Dao,2015-12-20,"Austin, TX",within a few hours,100%,91%,f,Wooten,4,14,t,t,Austin,78758,Private room in rental unit,Private room,1,N/A,1 shared bath,1,1,50.00,7,14,t,25,32,32,32,7,5,0,5,5,4.57,5,5,4.57,5,f,3,0,3,0,0.19
41064875,125094295,Laura,2017-04-10,"Austin, TX",within an hour,100%,100%,t,West Congress,5,6,t,t,Austin,78745,Entire home,Entire home/apt,16,N/A,3.5 baths,5,14,728.00,2,1125,t,18,37,60,331,64,17,2,4.97,4.97,4.95,4.89,4.97,4.72,4.83,f,3,3,0,0,1.68
41082095,185317059,Anisha,2018-04-20,N/A,N/A,N/A,N/A,f,Southeast Austin,3,3,t,f,Austin,78744,Private room in home,Private room,2,N/A,1 private bath,1,1,50.00,1,1125,f,0,0,0,0,4,0,0,5,4,5,4.5,4.75,5,4.75,f,3,0,3,0,0.1
41102834,39562007,Dexter,2015-07-26,"Austin, TX",within an hour,100%,100%,t,Upper Boggy Creek,1,3,t,t,Austin,78722,Entire guesthouse,Entire home/apt,2,N/A,1 bath,1,1,117.00,2,30,t,9,23,34,34,77,35,3,4.92,4.86,4.91,4.96,4.99,4.75,4.81,f,1,1,0,0,2.03
41105919,201127651,Vacasa Texas,2018-07-09,N/A,within an hour,89%,99%,f,Lake Highlands,390,770,t,t,Austin,78752,Entire condo,Entire home/apt,4,N/A,2.5 baths,2,2,226.00,2,1125,t,29,59,89,364,22,5,2,4.55,4.91,4.82,4.64,4.5,4.59,4.5,t,16,16,0,0,0.58
41123031,317699978,Gloria,2019-12-15,N/A,within an hour,100%,100%,f,Central Austin,3,7,t,f,Austin,78705,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,2,99.00,1,1125,t,29,47,67,67,22,6,0,4.45,4.55,4.64,4.45,4.64,4.73,4.59,f,3,3,0,0,0.67
41130108,71280644,Vi,2016-05-10,"Houston, TX",within an hour,100%,100%,f,East Downtown,9,9,t,t,Austin,78702,Entire home,Entire home/apt,10,N/A,5.5 baths,5,6,"2,000.00",3,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,8,2,6,0,0.03
41130802,303719667,Dave,2019-10-21,N/A,within an hour,100%,99%,t,Historic District - North,449,491,t,t,Austin,78701,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,770.00,3,1125,t,0,0,0,0,1,1,0,5,4,5,4,5,5,4,f,8,8,0,0,0.1
41131785,303719667,Dave,2019-10-21,N/A,within an hour,100%,99%,t,Historic District - North,449,491,t,t,Austin,78701,Entire condo,Entire home/apt,6,N/A,2 baths,2,3,799.00,5,1125,t,0,0,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,8,8,0,0,N/A
41144459,5180945,Lani,2013-02-21,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,1,t,t,Austin,78702,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,200.00,1,10,t,0,0,0,0,8,0,0,4,4.13,3.88,5,4.88,5,4,f,1,1,0,0,0.21
41167666,5059228,Haley And Raul,2013-02-12,"Austin, TX",within an hour,100%,94%,t,East Riverside,4,4,t,t,Austin,78745,Entire condo,Entire home/apt,4,N/A,2 baths,2,2,242.00,180,365,t,30,60,90,365,2,1,0,5,5,5,5,5,5,5,f,4,4,0,0,0.15
41179263,322832318,Lauren,2019-12-30,"Austin, TX",within an hour,100%,100%,t,North Loop,1,1,t,f,Austin,78751,Entire guesthouse,Entire home/apt,2,N/A,1 bath,N/A,1,226.00,2,14,t,20,50,80,159,20,19,1,4.95,5,5,5,5,4.95,4.8,t,1,1,0,0,0.53
41196472,71280644,Vi,2016-05-10,"Houston, TX",within an hour,100%,100%,f,East Downtown,9,9,t,t,Austin,78702,Private room in home,Private room,2,N/A,1 private bath,1,1,120.00,1,1125,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,8,2,6,0,N/A
41211499,140665257,Priya,2017-07-16,N/A,N/A,N/A,N/A,f,N/A,4,4,t,t,Austin,78701,Entire condo,Entire home/apt,3,N/A,1 bath,1,1,137.00,1,1125,t,12,28,55,72,171,78,4,4.87,4.9,4.88,4.88,4.92,4.89,4.77,f,4,4,0,0,4.46
41213255,316964548,Diana,2019-12-12,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78734,Entire home,Entire home/apt,4,N/A,2 baths,2,2,72.00,2,8,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.03
41214582,1572271,Ilana,2012-01-05,"New York, NY",within a day,80%,33%,f,Barton Hills,1,3,t,t,Austin,78704,Entire home,Entire home/apt,6,N/A,2.5 baths,3,3,405.00,3,14,t,7,11,41,131,6,6,0,4.83,4.83,4.33,4.67,4.83,4.83,4.67,f,1,1,0,0,0.49
41214714,293668799,Rigo,2019-09-10,N/A,N/A,N/A,N/A,f,South Congress,1,2,t,t,Austin,78704,Entire rental unit,Entire home/apt,13,N/A,2 baths,2,9,491.00,2,60,f,0,0,0,0,2,0,0,3,4,2.5,5,3.5,4.5,4.5,f,1,1,0,0,0.05
41218814,71280644,Vi,2016-05-10,"Houston, TX",within an hour,100%,100%,f,East Downtown,9,9,t,t,Austin,78702,Private room in home,Private room,2,N/A,1.5 baths,1,1,120.00,1,1125,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,8,2,6,0,N/A
41233547,12147251,Nicole,2014-02-11,"Austin, TX",within a day,50%,40%,f,MLK & 183,1,4,t,t,Austin,78721,Entire home,Entire home/apt,6,N/A,2.5 baths,3,3,486.00,3,1125,t,29,59,89,359,10,5,0,4.9,5,4.7,5,5,4.7,4.9,f,1,1,0,0,0.27
41234752,4543072,Jennifer,2013-01-01,"Austin, TX",within an hour,100%,100%,t,Montopolis,3,4,t,t,Austin,78741,Entire home,Entire home/apt,4,N/A,2.5 baths,3,3,391.00,28,62,t,3,17,47,64,3,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0.18
41235683,66102699,Rimpi And Gagan,2016-04-06,"Austin, TX",within an hour,100%,100%,t,East Riverside,7,17,t,t,Austin,78741,Entire home,Entire home/apt,7,N/A,2 baths,3,4,321.00,1,120,t,23,52,82,171,45,28,1,4.89,4.87,4.87,5,5,4.93,4.82,f,7,7,0,0,1.21
41242072,206526472,Julie,2018-07-31,"Austin, TX",within an hour,100%,100%,t,Brentwood,1,1,t,t,Austin,78757,Entire guest suite,Entire home/apt,3,N/A,1 bath,1,1,79.00,2,14,t,5,11,36,105,130,48,4,4.95,4.96,5,4.98,4.98,4.94,4.93,f,1,1,0,0,3.4
41248563,91724497,James,2016-08-24,"Austin, TX",N/A,N/A,N/A,f,Tarrytown,1,3,t,f,Austin,78703,Private room in home,Private room,1,N/A,1 shared bath,1,1,20.00,60,75,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
41255598,50472607,Madison,2015-12-03,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78741,Entire home,Entire home/apt,5,N/A,2 baths,2,N/A,150.00,2,1125,f,0,0,0,0,4,0,0,5,5,4.75,5,5,4.75,5,f,1,1,0,0,0.1
41263798,118565935,Renters Club,2017-02-28,"Austin, TX",within an hour,100%,96%,f,Blackshear-Prospect Hill,92,226,t,t,Austin,78702,Entire home,Entire home/apt,12,N/A,4 baths,5,6,"1,182.00",1,365,t,19,36,57,315,63,15,0,4.81,4.76,4.79,4.84,4.87,4.57,4.51,t,77,77,0,0,1.68
41288109,71280644,Vi,2016-05-10,"Houston, TX",within an hour,100%,100%,f,East Downtown,9,9,t,t,Austin,78702,Entire home,Entire home/apt,8,N/A,2 baths,2,4,900.00,1,1125,t,26,46,67,333,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,8,2,6,0,N/A
41292414,73424847,Frank,2016-05-22,"Austin, TX",within a few hours,100%,96%,t,Hancock,2,2,t,t,Austin,78751,Entire home,Entire home/apt,4,N/A,1 bath,1,1,463.00,2,1125,t,27,57,87,358,97,34,2,4.91,4.94,4.92,4.98,4.91,4.98,4.81,f,2,2,0,0,2.59
41313153,111351901,Dylan,2017-01-14,"Austin, TX",within a day,100%,80%,f,East Downtown,1,2,t,f,Austin,78702,Entire home,Entire home/apt,8,N/A,2.5 baths,3,2,"1,000.00",1,1125,t,30,60,90,365,3,3,0,5,4.67,4.33,5,5,5,4.33,f,1,1,0,0,0.48
41315877,319757635,Gabriella,2019-12-22,"Austin, TX",within a day,80%,59%,f,Central East Austin,2,4,t,t,Austin,78702,Private room in home,Private room,2,N/A,1 shared bath,1,1,131.00,1,31,t,25,55,85,85,41,9,0,4.68,4.7,4.73,4.88,4.9,4.83,4.65,f,2,0,2,0,1.06
41324926,34223871,Andrea Gladys,2015-05-25,"Austin, TX",a few days or more,25%,56%,f,Southeast Austin,2,3,t,t,Austin,78744,Private room in home,Private room,2,N/A,1 shared bath,1,N/A,80.00,1,1125,t,26,55,85,85,12,6,0,4.83,4.75,4.92,5,4.83,4.92,4.83,f,2,0,2,0,0.55
41327889,71280644,Vi,2016-05-10,"Houston, TX",within an hour,100%,100%,f,East Downtown,9,9,t,t,Austin,78702,Private room in home,Private room,2,N/A,1 private bath,1,2,120.00,1,1125,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,8,2,6,0,N/A
